name,link,color,total_games,eco,last_played,performance,avg_player,p_wins,p_draws,p_loses,moves
"Slav Defense, Exchange Variation, Schallopp Variation","https://old.chesstempo.com/gamedb/opening/2320","white",378,"D12","18-10-2019","2286","2273",0.41,0.312,0.278,"1.d4 d5 2.c4 c6 3.Cf3 Cf6 4.e3 Af5 5.cxd5 cxd5 6.Cc3"
"Slav Defense, Geller Gambit","https://old.chesstempo.com/gamedb/opening/2323","white",942,"D15","20-12-2020","2297","2274",0.424,0.241,0.335,"1.d4 d5 2.c4 c6 3.Cf3 Cf6 4.Cc3 dxc4 5.e4 b5 6.e5"
"Slav Defense, Geller Gambit","https://old.chesstempo.com/gamedb/opening/2324","white",418,"D15","09-11-2020","2028","2037",0.345,0.184,0.471,"1.d4 d5 2.c4 c6 3.Cf3 Cf6 4.Cc3 dxc4 5.e4"
"Slav Defense, Modern Line","https://old.chesstempo.com/gamedb/opening/2326","white",12703,"D11","07-03-2021","2335","2307",0.447,0.333,0.22,"1.d4 d5 2.c4 c6 3.Cf3"
"Slav Defense, Quiet Variation","https://old.chesstempo.com/gamedb/opening/2327","white",9444,"D11","28-03-2021","2381","2350",0.447,0.365,0.189,"1.d4 d5 2.c4 c6 3.Cf3 Cf6 4.e3"
"Slav Defense, Slav Gambit, Alekhine Attack","https://old.chesstempo.com/gamedb/opening/2331","white",727,"D10","09-02-2020","2373","2334",0.426,0.318,0.256,"1.d4 d5 2.c4 c6 3.Cc3 dxc4 4.e4"
"Slav Defense, Three Knights Variation","https://old.chesstempo.com/gamedb/opening/2336","white",2637,"D15","21-03-2021","2032","1999",0.594,0.214,0.193,"1.d4 d5 2.c4 c6 3.Cf3 Cf6 4.Cc3"
"Slav Defense, Winawer Countergambit, Anti-Winawer Gambit","https://old.chesstempo.com/gamedb/opening/2339","white",4,"D10","2004-07","2069","2120",0.25,0.25,0.5,"1.d4 d5 2.c4 c6 3.Cc3 e5 4.e4"
"Sodium Attack, General","https://old.chesstempo.com/gamedb/opening/2343","white",32,"A00","14-03-2019","2264","2174",0.563,0.094,0.344,"1.Ca3"
"Spanish Game, Berlin Defense","https://old.chesstempo.com/gamedb/opening/2346","white",600,"C65","26-02-2021","2201","2142",0.543,0.238,0.218,"1.e4 e5 2.Cf3 Cc6 3.Ab5 Cf6 4.O-O"
"Spanish Game, Berlin Defense, Anderssen Variation","https://old.chesstempo.com/gamedb/opening/2347","white",40,"C65","17-01-2021","2229","2294",0.225,0.275,0.5,"1.e4 e5 2.Cf3 Cc6 3.Ab5 Cf6 4.d3 d6 5.Axc6+"
"Spanish Game, Berlin Defense, Closed Bernstein Variation","https://old.chesstempo.com/gamedb/opening/2349","white",48,"C66","06-10-2014","2327","2209",0.542,0.188,0.271,"1.e4 e5 2.Cf3 Cc6 3.Ab5 Cf6 4.O-O d6 5.d4 Ad7 6.Cc3 Ae7 7.Ag5"
"Spanish Game, Berlin Defense, Closed Showalter Variation","https://old.chesstempo.com/gamedb/opening/2350","white",123,"C66","19-08-2018","2490","2417",0.48,0.366,0.154,"1.e4 e5 2.Cf3 Cc6 3.Ab5 Cf6 4.O-O d6 5.d4 Ad7 6.Cc3 Ae7 7.Axc6"
"Spanish Game, Berlin Defense, Duras Variation","https://old.chesstempo.com/gamedb/opening/2353","white",77,"C65","29-12-2019","2417","2459",0.39,0.273,0.338,"1.e4 e5 2.Cf3 Cc6 3.Ab5 Cf6 4.d3 d6 5.c4"
"Spanish Game, Berlin Defense, Minckwitz Variation","https://old.chesstempo.com/gamedb/opening/2359","white",184,"C67","09-02-2020","2460","2382",0.408,0.391,0.201,"1.e4 e5 2.Cf3 Cc6 3.Ab5 Cf6 4.O-O Cxe4 5.d4 Ae7 6.dxe5"
"Spanish Game, Berlin Defense, Nyholm Attack","https://old.chesstempo.com/gamedb/opening/2360","white",185,"C65","01-03-2020","2398","2393",0.297,0.405,0.297,"1.e4 e5 2.Cf3 Cc6 3.Ab5 Cf6 4.d4 exd4 5.O-O"
"Spanish Game, Berlin Defense, Pillsbury Variation","https://old.chesstempo.com/gamedb/opening/2361","white",40,"C67","25-09-2011","2510","2455",0.425,0.3,0.275,"1.e4 e5 2.Cf3 Cc6 3.Ab5 Cf6 4.O-O Cxe4 5.d4 Ae7 6.De2 Cd6 7.Axc6 bxc6 8.dxe5 Cb7 9.b3"
"Spanish Game, Berlin Defense, Winawer Attack","https://old.chesstempo.com/gamedb/opening/2367","white",84,"C67","21-11-2017","2510","2474",0.369,0.369,0.262,"1.e4 e5 2.Cf3 Cc6 3.Ab5 Cf6 4.O-O Cxe4 5.d4 Ae7 6.De2 Cd6 7.Axc6 bxc6 8.dxe5 Cb7 9.Cd4"
"Spanish Game, Berlin Defense, Zukertort Variation","https://old.chesstempo.com/gamedb/opening/2368","white",53,"C67","18-06-2017","2508","2455",0.302,0.472,0.226,"1.e4 e5 2.Cf3 Cc6 3.Ab5 Cf6 4.O-O Cxe4 5.d4 Ae7 6.De2 Cd6 7.Axc6 bxc6 8.dxe5 Cb7 9.c4"
"Spanish Game, Classical Variation, Central Variation","https://old.chesstempo.com/gamedb/opening/2374","white",1068,"C64","15-01-2021","2195","2157",0.506,0.259,0.235,"1.e4 e5 2.Cf3 Cc6 3.Ab5 Ac5 4.c3"
"Spanish Game, Classical Variation, Modern Main Line","https://old.chesstempo.com/gamedb/opening/2378","white",567,"C64","31-10-2020","2348","2329",0.413,0.309,0.279,"1.e4 e5 2.Cf3 Cc6 3.Ab5 Ac5 4.O-O Cf6 5.c3 O-O 6.d4 Ab6 7.Ag5"
"Spanish Game, Classical Variation, Spanish Wing Gambit","https://old.chesstempo.com/gamedb/opening/2379","white",6,"C64","28-04-2013","2400","2272",0.5,0.167,0.333,"1.e4 e5 2.Cf3 Cc6 3.Ab5 Ac5 4.b4"
"Spanish Game, Classical Variation, Zukertort Gambit","https://old.chesstempo.com/gamedb/opening/2380","white",782,"C64","07-03-2021","2226","2189",0.477,0.281,0.242,"1.e4 e5 2.Cf3 Cc6 3.Ab5 Ac5 4.O-O Cf6 5.c3"
"Spanish Game, Closed Variations, Balla Variation","https://old.chesstempo.com/gamedb/opening/2384","white",85,"C88","10-02-2021","2417","2398",0.424,0.365,0.212,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Ae7 6.Te1 b5 7.Ab3 d6 8.c3 Ca5 9.Ac2 c5 10.d4 Dc7 11.a4"
"Spanish Game, Closed Variations, Breyer Defense","https://old.chesstempo.com/gamedb/opening/2388","white",60,"C95","31-08-2020","2494","2479",0.317,0.433,0.25,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Ae7 6.Te1 b5 7.Ab3 O-O 8.c3 d6 9.h3 Cb8 10.d4 Cbd7 11.Ch4"
"Spanish Game, Closed Variations, Center Attack","https://old.chesstempo.com/gamedb/opening/2389","white",672,"C84","30-08-2020","2349","2316",0.336,0.374,0.29,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Ae7 6.d4"
"Spanish Game, Closed Variations, Chigorin Defense","https://old.chesstempo.com/gamedb/opening/2392","white",229,"C98","04-01-2020","2522","2453",0.371,0.502,0.127,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Ae7 6.Te1 b5 7.Ab3 O-O 8.c3 d6 9.h3 Ca5 10.Ac2 c5 11.d4 Dc7 12.Cbd2 Cc6 13.dxc5"
"Spanish Game, Closed Variations, Closed Defense","https://old.chesstempo.com/gamedb/opening/2396","white",473,"C96","14-02-2021","2310","2263",0.376,0.355,0.269,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Ae7 6.Te1 b5 7.Ab3 O-O 8.c3 d6 9.h3 Ca5 10.Ac2"
"Spanish Game, Closed Variations, Delayed Exchange","https://old.chesstempo.com/gamedb/opening/2449","white",2749,"C85","29-01-2021","2397","2361",0.338,0.419,0.243,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Ae7 6.Axc6"
"Spanish Game, Closed Variations, General","https://old.chesstempo.com/gamedb/opening/2398","white",241,"C92","28-11-2019","2321","2270",0.382,0.386,0.232,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Ae7 6.Te1 b5 7.Ab3 O-O 8.c3 d6 9.h3"
"Spanish Game, Closed Variations, Lutikov Variation","https://old.chesstempo.com/gamedb/opening/2404","white",21,"C90","07-03-2018","2372","2246",0.476,0.333,0.191,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Ae7 6.Te1 b5 7.Ab3 O-O 8.c3 d6 9.Ac2"
"Spanish Game, Closed Variations, Martinez Variation","https://old.chesstempo.com/gamedb/opening/2767","white",3623,"C78","26-03-2021","2470","2433",0.385,0.404,0.212,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Ae7 6.d3"
"Spanish Game, Closed Variations, Morphy Attack","https://old.chesstempo.com/gamedb/opening/1448","white",399,"C78","03-02-2020","2376","2363",0.313,0.368,0.318,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Ae7 6.Cc3"
"Spanish Game, Closed Variations, Pilnik Variation","https://old.chesstempo.com/gamedb/opening/2405","white",2706,"C90","12-03-2021","2309","2274",0.399,0.335,0.266,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Ae7 6.Te1 b5 7.Ab3 O-O 8.c3 d6 9.d3"
"Spanish Game, Closed Variations, Rosen Attack","https://old.chesstempo.com/gamedb/opening/2406","white",43,"C88","29-12-2018","1913","2020",0.209,0.163,0.628,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Ae7 6.Te1 b5 7.Ab3 d6 8.d4"
"Spanish Game, Closed Variations, Suetin Variation","https://old.chesstempo.com/gamedb/opening/2409","white",148,"C90","18-04-2019","2468","2439",0.378,0.392,0.23,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Ae7 6.Te1 b5 7.Ab3 O-O 8.c3 d6 9.a3"
"Spanish Game, Closed Variations, Worrall Attack","https://old.chesstempo.com/gamedb/opening/2478","white",158,"C86","23-02-2020","2415","2363",0.449,0.31,0.241,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Ae7 6.De2"
"Spanish Game, Closed Variations, Yates Variation","https://old.chesstempo.com/gamedb/opening/2411","white",412,"C91","08-03-2021","2268","2208",0.49,0.32,0.189,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Ae7 6.Te1 b5 7.Ab3 O-O 8.c3 d6 9.d4"
"Spanish Game, Closed Variations, Yates Variation, Short Attack","https://old.chesstempo.com/gamedb/opening/2911","white",86,"C91","14-02-2018","2403","2434",0.267,0.326,0.407,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Ae7 6.Te1 b5 7.Ab3 O-O 8.c3 d6 9.d4 Ag4 10.a4"
"Spanish Game, Columbus Variation","https://old.chesstempo.com/gamedb/opening/2435","white",137,"C70","08-03-2021","2085","2066",0.577,0.168,0.256,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4"
"Spanish Game, Exchange Variation, General","https://old.chesstempo.com/gamedb/opening/2416","white",2274,"C68","26-03-2021","2039","2038",0.249,0.396,0.355,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Axc6"
"Spanish Game, Exchange Variation, Keres Variation","https://old.chesstempo.com/gamedb/opening/2421","white",1630,"C68","15-02-2021","2284","2247",0.36,0.372,0.268,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Axc6 dxc6 5.Cc3"
"Spanish Game, Exchange Variation, Normal Variation","https://old.chesstempo.com/gamedb/opening/2424","white",2480,"C69","10-03-2021","2256","2225",0.34,0.356,0.304,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Axc6 dxc6 5.O-O"
"Spanish Game, Exchange Variation, Romanovsky Variation","https://old.chesstempo.com/gamedb/opening/2425","white",66,"C68","27-07-2019","2269","2289",0.349,0.212,0.439,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Axc6 dxc6 5.Cc3 f6 6.d3"
"Spanish Game, General","https://old.chesstempo.com/gamedb/opening/2427","white",8721,"C60","24-03-2021","2395","2360",0.408,0.363,0.229,"1.e4 e5 2.Cf3 Cc6 3.Ab5"
"Spanish Game, Marshall Attack, Main Line","https://old.chesstempo.com/gamedb/opening/2429","white",159,"C89","09-02-2021","2210","2262",0.327,0.258,0.415,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Ae7 6.Te1 b5 7.Ab3 O-O 8.c3 d5 9.exd5 Cxd5 10.Cxe5 Cxe5 11.Txe5 c6 12.d4"
"Spanish Game, Marshall Attack, Re3 variation","https://old.chesstempo.com/gamedb/opening/2433","white",131,"C89","12-10-2019","2436","2392",0.366,0.412,0.221,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Ae7 6.Te1 b5 7.Ab3 O-O 8.c3 d5 9.exd5 Cxd5 10.Cxe5 Cxe5 11.Txe5 c6 12.Axd5 cxd5 13.d4 Ad6 14.Te3"
"Spanish Game, Morphy Defense","https://old.chesstempo.com/gamedb/opening/2436","white",6324,"C78","27-03-2021","2260","2238",0.418,0.317,0.265,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O"
"Spanish Game, Morphy Defense, Anderssen Variation","https://old.chesstempo.com/gamedb/opening/2439","white",7638,"C77","22-03-2021","2237","2215",0.405,0.297,0.298,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.d3"
"Spanish Game, Morphy Defense, Bayreuth Variation","https://old.chesstempo.com/gamedb/opening/2441","white",851,"C77","08-03-2020","2282","2283",0.309,0.383,0.308,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.Axc6"
"Spanish Game, Morphy Defense, Breyer Defense, Quiet Variation","https://old.chesstempo.com/gamedb/opening/2443","white",475,"C94","21-01-2020","2423","2378",0.356,0.427,0.217,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Ae7 6.Te1 b5 7.Ab3 O-O 8.c3 d6 9.h3 Cb8 10.d3"
"Spanish Game, Morphy Defense, Chigorin Defense, Panov System","https://old.chesstempo.com/gamedb/opening/2446","white",2984,"C99","04-12-2020","2368","2325",0.407,0.354,0.239,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Ae7 6.Te1 b5 7.Ab3 O-O 8.c3 d6 9.h3 Ca5 10.Ac2 c5 11.d4 Dc7 12.Cbd2 cxd4 13.cxd4"
"Spanish Game, Morphy Defense, Duras Variation","https://old.chesstempo.com/gamedb/opening/2450","white",377,"C77","14-03-2021","2425","2394",0.398,0.34,0.263,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.d3 d6 6.c4"
"Spanish Game, Morphy Defense, Jaffe Gambit","https://old.chesstempo.com/gamedb/opening/2453","white",41,"C74","02-02-2020","1795","1888",0.293,0.195,0.512,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.c3"
"Spanish Game, Morphy Defense, Mackenzie Variation","https://old.chesstempo.com/gamedb/opening/2454","white",2899,"C77","20-03-2021","2283","2235",0.398,0.331,0.271,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.d4"
"Spanish Game, Morphy Defense, Modern Steinitz Defense","https://old.chesstempo.com/gamedb/opening/2458","white",46,"C71","20-12-2019","2168","2170",0.326,0.283,0.391,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 d6 5.Cc3"
"Spanish Game, Morphy Defense, Modern Steinitz Defense","https://old.chesstempo.com/gamedb/opening/2464","white",378,"C71","06-09-2020","2394","2386",0.341,0.389,0.27,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 d6 5.c4"
"Spanish Game, Morphy Defense, Modern Steinitz Defense","https://old.chesstempo.com/gamedb/opening/2455","white",2643,"C72","16-02-2021","2391","2338",0.425,0.322,0.253,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 d6 5.O-O"
"Spanish Game, Morphy Defense, Modern Steinitz Defense","https://old.chesstempo.com/gamedb/opening/2462","white",372,"C74","11-07-2020","2410","2373",0.409,0.358,0.234,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 d6 5.c3 f5 6.exf5 Axf5 7.O-O"
"Spanish Game, Morphy Defense, Modern Steinitz Defense","https://old.chesstempo.com/gamedb/opening/2457","white",489,"C74","02-12-2020","2228","2153",0.481,0.286,0.233,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 d6 5.c3"
"Spanish Game, Morphy Defense, Modern Steinitz Defense","https://old.chesstempo.com/gamedb/opening/2461","white",541,"C73","16-12-2020","2376","2352",0.396,0.351,0.253,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 d6 5.Axc6+ bxc6 6.d4"
"Spanish Game, Morphy Defense, Norwegian Variation, Nightingale Gambit","https://old.chesstempo.com/gamedb/opening/2469","white",45,"C70","15-12-2020","2136","2231",0.267,0.178,0.556,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 b5 5.Ab3 Ca5 6.Axf7+"
"Spanish Game, Morphy Defense, Schliemann Defense Deferred, Jaenisch Gambit Deferred","https://old.chesstempo.com/gamedb/opening/2471","white",12,"C70","10-03-2017","1918","2026",0.167,0.417,0.417,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 f5 5.exf5"
"Spanish Game, Morphy Defense, Tarrasch Variation","https://old.chesstempo.com/gamedb/opening/2474","white",964,"C77","24-02-2021","2237","2213",0.375,0.308,0.316,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.Cc3"
"Spanish Game, Morphy Defense, Tartakower Variation","https://old.chesstempo.com/gamedb/opening/2475","white",57,"C80","23-05-2015","2235","2260",0.175,0.404,0.421,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Cxe4 6.De2"
"Spanish Game, Morphy Defense, Wing Attack","https://old.chesstempo.com/gamedb/opening/2476","white",139,"C78","08-02-2020","2382","2368",0.59,0.237,0.173,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O b5 6.Ab3 Ae7 7.a4"
"Spanish Game, Morphy Defense, Wormald Attack","https://old.chesstempo.com/gamedb/opening/2477","white",3096,"C77","20-02-2021","2297","2264",0.418,0.276,0.306,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.De2"
"Spanish Game, Open Variations","https://old.chesstempo.com/gamedb/opening/2482","white",405,"C80","17-12-2020","2361","2306",0.432,0.319,0.249,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Cxe4 6.d4 b5 7.Ab3"
"Spanish Game, Open Variations","https://old.chesstempo.com/gamedb/opening/2483","white",6,"C80","25-11-2018","2321","2332",0.333,0.5,0.167,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Cxe4 6.d4 b5 7.Ab3 d5 8.dxe5"
"Spanish Game, Open Variations, Bernstein Variation","https://old.chesstempo.com/gamedb/opening/2485","white",2172,"C80","27-03-2021","2453","2406",0.374,0.439,0.187,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Cxe4 6.d4 b5 7.Ab3 d5 8.dxe5 Ae6 9.Cbd2"
"Spanish Game, Open Variations, Bernstein Variation, Luther Line","https://old.chesstempo.com/gamedb/opening/1244","white",13,"C80","11-02-2016","2567","2459",0.461,0.539,0,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Cxe4 6.d4 b5 7.Ab3 d5 8.dxe5 Ae6 9.Cbd2 Ac5 10.De1"
"Spanish Game, Open Variations, Classical Defense, Main Line","https://old.chesstempo.com/gamedb/opening/2488","white",121,"C83","17-12-2019","2402","2376",0.43,0.273,0.298,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Cxe4 6.d4 b5 7.Ab3 d5 8.dxe5 Ae6 9.c3 Ae7 10.Te1"
"Spanish Game, Open Variations, Friess Attack","https://old.chesstempo.com/gamedb/opening/2490","white",20,"C80","22-08-2008","2361","2428",0.35,0.2,0.45,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Cxe4 6.d4 b5 7.Cxe5"
"Spanish Game, Open Variations, Harksen Gambit","https://old.chesstempo.com/gamedb/opening/2491","white",8,"C80","10-01-2003","2252","2377",0.375,0.25,0.375,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Cxe4 6.d4 b5 7.Ab3 d5 8.c4"
"Spanish Game, Open Variations, Howell Attack","https://old.chesstempo.com/gamedb/opening/2492","white",11,"C81","1982","2365","2451",0.273,0.182,0.545,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Cxe4 6.d4 b5 7.Ab3 d5 8.dxe5 Ae6 9.De2 Ae7 10.c4"
"Spanish Game, Open Variations, Howell Attack","https://old.chesstempo.com/gamedb/opening/2493","white",907,"C81","07-02-2021","2447","2396",0.399,0.396,0.205,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Cxe4 6.d4 b5 7.Ab3 d5 8.dxe5 Ae6 9.De2"
"Spanish Game, Open Variations, Karpov Gambit","https://old.chesstempo.com/gamedb/opening/2495","white",99,"C80","06-05-2018","2422","2381",0.313,0.444,0.242,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Cxe4 6.d4 b5 7.Ab3 d5 8.dxe5 Ae6 9.Cbd2 Cc5 10.c3 d4 11.Cg5"
"Spanish Game, Open Variations, Malkin Variation","https://old.chesstempo.com/gamedb/opening/2497","white",100,"C83","05-11-2019","2503","2446",0.34,0.48,0.18,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Cxe4 6.d4 b5 7.Ab3 d5 8.dxe5 Ae6 9.c3 Ae7 10.Cbd2 O-O 11.De2"
"Spanish Game, Open Variations, Motzko Attack II","https://old.chesstempo.com/gamedb/opening/2498","white",193,"C82","17-11-2020","2518","2444",0.451,0.383,0.166,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Cxe4 6.d4 b5 7.Ab3 d5 8.dxe5 Ae6 9.c3 Ac5 10.Dd3"
"Spanish Game, Open Variations, Richter Variation","https://old.chesstempo.com/gamedb/opening/2500","white",18,"C80","11-07-2013","2448","2320",0.611,0.056,0.333,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Cxe4 6.d4 b5 7.d5"
"Spanish Game, Open Variations, St. Petersburg Variation","https://old.chesstempo.com/gamedb/opening/2503","white",578,"C82","28-01-2020","2374","2351",0.382,0.332,0.286,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Cxe4 6.d4 b5 7.Ab3 d5 8.dxe5 Ae6 9.c3 Ac5 10.Cbd2"
"Spanish Game, Schleimann Defense, Jaenisch Gambit Accepted","https://old.chesstempo.com/gamedb/opening/2506","white",184,"C60","23-01-2021","1992","1990",0.294,0.255,0.451,"1.e4 e5 2.Cf3 Cc6 3.Ab5 f5 4.exf5"
"Spanish Game, Schliemann Defense, Dyckhoff Variation","https://old.chesstempo.com/gamedb/opening/2509","white",1213,"C63","08-01-2021","2312","2282",0.458,0.244,0.298,"1.e4 e5 2.Cf3 Cc6 3.Ab5 f5 4.Cc3"
"Spanish Game, Schliemann Defense, Exchange Variation","https://old.chesstempo.com/gamedb/opening/2510","white",367,"C63","29-01-2020","2181","2169",0.392,0.294,0.313,"1.e4 e5 2.Cf3 Cc6 3.Ab5 f5 4.Axc6"
"Spanish Game, Schliemann Defense, Sch̦nemann Attack","https://old.chesstempo.com/gamedb/opening/2513","white",544,"C63","22-11-2020","2133","2171",0.335,0.215,0.45,"1.e4 e5 2.Cf3 Cc6 3.Ab5 f5 4.d4"
"Spanish Game, Steinitz Defense, Nimzowitsch Attack","https://old.chesstempo.com/gamedb/opening/2520","white",98,"C62","09-03-2019","2350","2266",0.592,0.255,0.153,"1.e4 e5 2.Cf3 Cc6 3.Ab5 d6 4.d4 Ad7 5.Cc3 Cf6 6.Axc6"
"St. George Defense, New St. George, Three Pawn Attack","https://old.chesstempo.com/gamedb/opening/2526","white",41,"B00","11-10-2020","2156","2200",0.366,0.171,0.463,"1.e4 a6 2.d4 e6 3.c4"
"System, Canard Formation","https://old.chesstempo.com/gamedb/opening/2530","white",498,"A45","03-03-2020","1880","1858",0.317,0.161,0.522,"1.d4 Cf6 2.f4"
"Tarrasch Defense, Classical Variation, Carlsbad Variation","https://old.chesstempo.com/gamedb/opening/2539","white",822,"D34","26-03-2021","2338","2296",0.443,0.381,0.176,"1.d4 d5 2.c4 e6 3.Cc3 c5 4.cxd5 exd5 5.Cf3 Cc6 6.g3 Cf6 7.Ag2 Ae7 8.O-O O-O 9.Ag5"
"Tarrasch Defense, Classical Variation, Reti Variation","https://old.chesstempo.com/gamedb/opening/2545","white",751,"D34","15-11-2020","2392","2348",0.447,0.402,0.151,"1.d4 d5 2.c4 e6 3.Cc3 c5 4.cxd5 exd5 5.Cf3 Cc6 6.g3 Cf6 7.Ag2 Ae7 8.O-O O-O 9.dxc5 Axc5 10.Ca4"
"Tarrasch Defense, Marshall Gambit","https://old.chesstempo.com/gamedb/opening/2549","white",77,"D32","05-11-2020","2358","2346",0.429,0.26,0.312,"1.d4 d5 2.c4 e6 3.Cc3 c5 4.cxd5 exd5 5.e4"
"Tarrasch Defense, Rubinstein System","https://old.chesstempo.com/gamedb/opening/2552","white",123,"D33","14-02-2020","2274","2230",0.545,0.301,0.154,"1.d4 d5 2.c4 e6 3.Cc3 c5 4.cxd5 exd5 5.Cf3 Cc6 6.g3"
"Tarrasch Defense, Swedish Variation, Central Break","https://old.chesstempo.com/gamedb/opening/2819","white",14,"D33","1992","2290","2486",0.071,0.429,0.5,"1.d4 d5 2.c4 e6 3.Cc3 c5 4.cxd5 exd5 5.Cf3 Cc6 6.g3 c4 7.e4"
"Tarrasch Defense, Two Knights Variation","https://old.chesstempo.com/gamedb/opening/2557","white",1628,"D32","12-02-2021","2295","2260",0.437,0.328,0.235,"1.d4 d5 2.c4 e6 3.Cc3 c5 4.cxd5 exd5 5.Cf3"
"Three Knights Opening, General","https://old.chesstempo.com/gamedb/opening/2560","white",2163,"C46","08-03-2021","1993","1951",0.469,0.208,0.323,"1.e4 e5 2.Cf3 Cc6 3.Cc3"
"Three Knights Opening, Steinitz - Rosenthal Variation","https://old.chesstempo.com/gamedb/opening/2564","white",181,"C46","27-11-2019","2370","2343",0.359,0.304,0.337,"1.e4 e5 2.Cf3 Cc6 3.Cc3 g6 4.d4 exd4 5.Cd5"
